Date,Abonne 1,Abonne 2,Abonne 3,Facture Abonne 1,Facture Abonne 2,Facture Abonne 3
2/26/2016 0:00,12.84,11.77,12.65,294.96,373.59,656.27
2/27/2016 0:00,8.65,10.94,18.01,295.46,374.21,657.30
2/28/2016 0:00,12.16,8.9,12.9,296.15,374.72,658.03
2/29/2016 0:00,5.81,8.27,13.53,296.48,375.19,658.80
2/3/2016 0:00,10.49,8.95,16.81,297.08,375.70,659.76
2/4/2016 0:00,15.96,11.19,10.88,297.98,376.33,660.38
2/5/2016 0:00,22.64,9.24,11.39,299.27,376.86,661.02
2/6/2016 0:00,22.31,10,23.59,300.54,377.43,662.37
2/7/2016 0:00,15.27,9.19,12.6,301.41,377.95,663.08
2/8/2016 0:00,9.24,8.35,8.25,301.94,378.42,663.55
2/9/2016 0:00,12.62,8.13,10.49,302.65,378.89,664.15
3/1/2016 0:00,9.7,7.25,17.26,303.21,379.30,665.13
3/10/2016 0:00,8.19,8.4,12.4,303.67,379.78,665.84
3/11/2016 0:00,11.97,8.45,11.83,304.35,380.26,666.51
3/12/2016 0:00,11.99,8.35,17.36,305.04,380.73,667.50
3/13/2016 0:00,9.94,8.24,15.84,305.60,381.20,668.40
3/14/2016 0:00,8,7.93,15.2,306.06,381.65,669.26
3/15/2016 0:00,9.18,8.55,24.67,306.58,382.14,670.67
3/16/2016 0:00,10.49,7.75,17.1,307.18,382.58,671.64
3/17/2016 0:00,6.8,8.91,14.05,307.56,383.09,672.44
3/18/2016 0:00,8.46,7.88,14.59,308.04,383.54,673.27
3/19/2016 0:00,6.61,8.86,11.07,308.42,384.04,673.90
3/2/2016 0:00,8.69,7.95,15.71,308.91,384.49,674.79
3/20/2016 0:00,10.5,8.8,17.1,309.51,384.99,675.77
3/21/2016 0:00,7.17,8.62,17.59,309.92,385.48,676.77
3/22/2016 0:00,6.4,8.9,15.42,310.28,385.99,677.65
3/23/2016 0:00,7.32,7.99,15.59,310.70,386.45,678.53
3/24/2016 0:00,9.98,8.38,16.82,311.27,386.92,679.49
3/25/2016 0:00,9.67,8.96,17.86,311.82,387.43,680.51
3/26/2016 0:00,10.62,7.25,14.96,312.42,387.84,681.36
3/27/2016 0:00,12.95,8.75,17.36,313.16,388.34,682.35
3/28/2016 0:00,8.72,8.35,16.47,313.66,388.82,683.28
3/29/2016 0:00,6.28,8.75,19.6,314.01,389.32,684.40
3/3/2016 0:00,6.85,9.09,12.78,314.40,389.83,685.12
3/30/2016 0:00,7,8.27,13.73,314.80,390.30,685.91
3/31/2016 0:00,5.86,8.88,16.22,315.13,390.81,686.83
3/4/2016 0:00,10.44,8.79,15.68,315.73,391.31,687.72
3/5/2016 0:00,9.38,8.52,14.99,316.26,391.79,688.57
3/6/2016 0:00,9.53,9.88,20.15,316.80,392.36,689.72
3/7/2016 0:00,7.72,8.86,11.89,317.24,392.86,690.40
3/8/2016 0:00,7.85,8.82,13.69,317.69,393.36,691.18
3/9/2016 0:00,8.06,9.06,16.95,318.15,393.88,692.14
4/1/2016 0:00,8.55,8.95,15.71,318.64,394.39,693.03
4/10/2016 0:00,12.2,7.73,16.62,319.33,394.83,693.98
4/11/2016 0:00,6.51,7.1,16.7,319.70,395.23,694.93
4/12/2016 0:00,7.61,6.74,17.56,320.13,395.61,695.93
4/13/2016 0:00,5.94,6.88,14.97,320.47,396.01,696.78
4/14/2016 0:00,8.67,6.78,12.73,320.96,396.39,697.51
4/15/2016 0:00,11.04,7.48,13.37,321.59,396.82,698.27
4/16/2016 0:00,8.11,7.56,16.89,322.05,397.25,699.23
4/17/2016 0:00,12.28,6.71,17.05,322.75,397.63,700.20
4/18/2016 0:00,5.69,7.4,14.23,323.08,398.05,701.01
4/19/2016 0:00,7.36,6.94,17.53,323.50,398.44,702.00
4/2/2016 0:00,8.34,9.14,20.9,323.97,398.96,703.19
4/20/2016 0:00,7.51,6.54,16.59,324.40,399.34,704.14
4/21/2016 0:00,7.52,7.09,19.65,324.83,399.74,705.26
4/22/2016 0:00,12.08,7.61,20.08,325.51,400.17,706.40
4/23/2016 0:00,7.05,7.31,15.21,325.91,400.59,707.26
4/24/2016 0:00,8.52,7.57,15.59,326.40,401.02,708.15
4/25/2016 0:00,5.92,6.64,17.68,326.74,401.40,709.16
4/26/2016 0:00,7.21,6.61,16.83,327.15,401.77,710.11
4/27/2016 0:00,7.79,7.68,18.35,327.59,402.21,711.16
4/28/2016 0:00,8.39,7.73,12.69,328.07,402.65,711.88
4/29/2016 0:00,8.8,7.69,16.49,328.57,403.09,712.82
4/3/2016 0:00,11,10.85,13.5,329.19,403.71,713.59
4/30/2016 0:00,11.39,8.27,18.7,329.84,404.18,714.65
4/4/2016 0:00,9.37,10.42,12.69,330.37,404.77,715.37
4/5/2016 0:00,6.62,8.45,12.51,330.75,405.25,716.09
4/6/2016 0:00,7.68,7.81,17.14,331.19,405.69,717.06
4/7/2016 0:00,6.16,7.87,16.94,331.54,406.14,718.02
4/8/2016 0:00,9.34,7.93,13.46,332.07,406.59,718.79
4/9/2016 0:00,7.23,8.08,15.85,332.48,407.05,719.69
5/1/2016 0:00,12.25,8.51,15.4,333.18,407.54,720.57
5/10/2016 0:00,6.99,7.05,18.28,333.58,407.94,721.61
5/11/2016 0:00,4.85,7.23,17.07,333.85,408.35,722.58
5/12/2016 0:00,5.84,7.44,19.24,334.18,408.77,723.67
5/13/2016 0:00,9.48,7.8,13.71,334.72,409.22,724.45
5/14/2016 0:00,8.78,9.37,17.31,335.22,409.75,725.44
5/15/2016 0:00,7.95,10.865,15.93,335.68,410.37,726.35
5/16/2016 0:00,3.12,7.68,16.25,335.85,410.80,727.27
5/17/2016 0:00,4.67,6.46,16.61,336.12,411.17,728.22
5/18/2016 0:00,4.85,6.6,17.75,336.39,411.55,729.23
5/19/2016 0:00,3.86,6.84,17.38,336.61,411.94,730.21
5/2/2016 0:00,9.43,8.17,16.25,337.15,412.40,731.14
5/20/2016 0:00,5.39,6.92,15.55,337.46,412.80,732.02
5/21/2016 0:00,5.37,7.03,20.13,337.76,413.20,733.17
5/22/2016 0:00,9,7.25,14.35,338.28,413.61,733.99
5/23/2016 0:00,6.66,6.92,13.88,338.65,414.00,734.78
5/24/2016 0:00,4.99,6.9,15.47,338.94,414.39,735.66
5/25/2016 0:00,6.81,7.9,16.23,339.33,414.84,736.58
5/26/2016 0:00,4.36,8.4,14.74,339.57,415.32,737.42
5/27/2016 0:00,10.51,8.76,20.47,340.17,415.82,738.58
5/28/2016 0:00,14.29,9.8,21.15,340.98,416.38,739.79
5/29/2016 0:00,15.8,8.68,19.27,341.88,416.87,740.88
5/3/2016 0:00,5.23,7.47,18.13,342.18,417.30,741.91
5/30/2016 0:00,10.59,8.89,21.29,342.78,417.80,743.13
5/31/2016 0:00,4.65,8.83,18.91,343.05,418.31,744.20
5/4/2016 0:00,7.13,7.83,15.38,343.45,418.75,745.08
5/5/2016 0:00,5.2,8.03,18.15,343.75,419.21,746.11
5/6/2016 0:00,6.48,8.94,23.09,344.12,419.72,747.42
5/7/2016 0:00,9.48,9.05,17.69,344.66,420.23,748.43
5/8/2016 0:00,8.52,9.49,16.89,345.14,420.77,749.39
5/9/2016 0:00,5.07,7.68,20.05,345.43,421.21,750.53
6/1/2016 0:00,14.08,10.09,24.21,346.23,421.78,751.91
6/10/2016 0:00,19.58,9.2,16.51,347.35,422.31,752.85
6/11/2016 0:00,14.53,10.09,19.1,348.17,422.88,753.94
6/12/2016 0:00,7.78,9.71,13.89,348.62,423.43,754.73
6/13/2016 0:00,6.08,9.9,13.03,348.96,424.00,755.47
6/14/2016 0:00,6.41,9.56,12.48,349.33,424.54,756.18
6/15/2016 0:00,5.52,10.15,17.07,349.64,425.12,757.15
6/16/2016 0:00,7.99,9.36,16.98,350.10,425.65,758.11
6/17/2016 0:00,12.06,8,14.27,350.78,426.11,758.93
6/18/2016 0:00,8.96,11.66,13.7,351.29,426.77,759.71
6/19/2016 0:00,21.08,16.61,14.85,352.49,427.71,760.55
6/2/2016 0:00,7.65,8.91,19.82,352.93,428.22,761.68
6/20/2016 0:00,15.06,9.35,16.06,353.78,428.75,762.59
6/21/2016 0:00,16.91,16.16,14.64,354.75,429.67,763.43
6/22/2016 0:00,14.7,16.56,21.86,355.58,430.61,764.67
6/23/2016 0:00,25.08,17.59,21.48,357.01,431.62,765.89
6/24/2016 0:00,32.24,21.6,21.94,358.84,432.84,767.14
6/25/2016 0:00,35.95,19.46,24.25,360.89,433.95,768.52
6/26/2016 0:00,21.27,14.87,17.68,362.10,434.80,769.53
6/27/2016 0:00,15.72,20.77,15.13,362.99,435.98,770.39
6/28/2016 0:00,26.52,25.93,18.25,364.50,437.46,771.43
6/29/2016 0:00,31.08,26.79361632,19.84,366.27,438.98,772.55
6/3/2016 0:00,8.53,8.97,16.92,366.76,439.49,773.52
6/30/2016 0:00,22.28,20.95,20.92,368.02,440.68,774.71
6/4/2016 0:00,12.84,8.71,15.38,368.76,441.18,775.58
6/5/2016 0:00,9.49,8.05,15.71,369.29,441.64,776.48
6/6/2016 0:00,5.55,8.44,14.64,369.61,442.12,777.31
6/7/2016 0:00,9.86,12.84,15.63,370.17,442.85,778.20
6/8/2016 0:00,9.01,20.3,14.63,370.68,444.00,779.03
6/9/2016 0:00,15.41,12.5,18.67,371.56,444.71,780.09
7/1/2016 0:00,30.13,25.52,20.66,373.28,446.17,781.27
7/10/2016 0:00,27.19,26.79361632,15.25,374.82,447.69,782.14
7/11/2016 0:00,23.59,25.03,10,376.17,449.11,782.71
7/12/2016 0:00,22.43,26.79361632,12.66,377.44,450.64,783.43
7/13/2016 0:00,27.54,26.79361632,9.38,379.01,452.16,783.96
7/14/2016 0:00,35.04,18.18,15.88,381.00,453.20,784.86
7/15/2016 0:00,31.3,0,20.4,382.78,453.20,786.02
7/16/2016 0:00,36.13,0,28.5,384.84,453.20,787.65
7/17/2016 0:00,30.47,0,23.79,386.57,453.20,789.00
7/18/2016 0:00,20.69,0,22.89,387.75,453.20,790.30
7/19/2016 0:00,18.96,0,21.48,388.83,453.20,791.52
7/2/2016 0:00,35.86,26.79361632,20.01,390.87,454.72,792.66
7/20/2016 0:00,33.71,0,21.1,392.79,454.72,793.86
7/21/2016 0:00,32.1,0,22.36,394.61,454.72,795.14
7/22/2016 0:00,35.31,0,30.91,396.62,454.72,796.89
7/23/2016 0:00,31.66,0,29.25,398.42,454.72,798.56
7/24/2016 0:00,36.54190605,0,30.33,400.50,454.72,800.28
7/25/2016 0:00,36.41,0,30.53,402.58,454.72,802.02
7/26/2016 0:00,36.54190605,0,29.37,404.65,454.72,803.69
7/27/2016 0:00,36.44,0,38.92,406.73,454.72,805.91
7/28/2016 0:00,23.81,0,30.1,408.08,454.72,807.62
7/29/2016 0:00,12.98,0,26.58,408.82,454.72,809.13
7/3/2016 0:00,36.54190605,26.79361632,24.6,410.90,456.25,810.53
7/30/2016 0:00,2.9,0,33.05,411.07,456.25,812.41
7/31/2016 0:00,4.36,0,18.63,411.31,456.25,813.47
7/4/2016 0:00,24.81,26.79361632,24.03,412.73,457.77,814.84
7/5/2016 0:00,25.56,26.79361632,25.85,414.18,459.30,816.31
7/6/2016 0:00,21.62,26.79361632,35.1,415.41,460.82,818.31
7/7/2016 0:00,36.54190605,26.79361632,21.81,417.49,462.34,819.55
7/8/2016 0:00,34.68,26.63,17.04,419.46,463.86,820.52
7/9/2016 0:00,26.53,26.36,14.33,420.97,465.36,821.33
8/1/2016 0:00,5.82,0,31.22,421.30,465.36,823.11
8/10/2016 0:00,10.21,0,33.22,421.88,465.36,825.00
8/11/2016 0:00,2.79,0,20.94,422.04,465.36,826.19
8/12/2016 0:00,4.98,0,19.97,422.33,465.36,827.33
8/13/2016 0:00,7.62,0,21.3,422.76,465.36,828.54
8/14/2016 0:00,4.55,0,16.18,423.02,465.36,829.46
8/15/2016 0:00,17.16,0,21.2,424.00,465.36,830.67
8/16/2016 0:00,33.86,0,17.37,425.92,465.36,831.66
8/17/2016 0:00,26.85,0,24.83,427.45,465.36,833.07
8/18/2016 0:00,32.28,0,23.85,429.29,465.36,834.43
8/19/2016 0:00,31.07,0,22.37,431.05,465.36,835.70
8/2/2016 0:00,7.65,0,37.73,431.49,465.36,837.85
8/20/2016 0:00,35.48,0,24.17,433.51,465.36,839.22
8/21/2016 0:00,34.05,0,25.16,435.45,465.36,840.65
8/22/2016 0:00,34.73,0,21.42,437.42,465.36,841.87
8/23/2016 0:00,35.66,0,29.46,439.45,465.36,843.55
8/24/2016 0:00,36.54190605,0,36.2,441.53,465.36,845.61
8/25/2016 0:00,34.62,26.79361632,32.99,443.50,466.88,847.48
8/26/2016 0:00,35.67,26.79361632,20.69,445.53,468.41,848.66
8/27/2016 0:00,35.57,26.79361632,28.28,447.55,469.93,850.27
8/28/2016 0:00,20.89,20.5,22.22,448.74,471.10,851.53
8/29/2016 0:00,11.85,15.96,17.07,449.42,472.01,852.51
8/3/2016 0:00,2.46,0,24.05,449.56,472.01,853.87
8/30/2016 0:00,7.58,12.08,16.07,449.99,472.70,854.79
8/31/2016 0:00,18.84,19.085,22.3,451.06,473.78,856.06
8/4/2016 0:00,9.77,0,26.74,451.62,473.78,857.58
8/5/2016 0:00,9.07,0,26.1,452.13,473.78,859.06
8/6/2016 0:00,8.96,0,26.36,452.64,473.78,860.56
8/7/2016 0:00,5.24,0,34.5,452.94,473.78,862.53
8/8/2016 0:00,10.61,0,28.2,453.54,473.78,864.13
8/9/2016 0:00,10.84,0,26.93,454.16,473.78,865.66
9/1/2016 0:00,19.13,23.665,24.62,455.25,475.13,867.07
9/10/2016 0:00,18,17.715,21.67,456.27,476.14,868.30
9/11/2016 0:00,15.95,20.75,20.52,457.18,477.32,869.47
9/12/2016 0:00,5.26,12.15,15.72,457.48,478.01,870.36
9/13/2016 0:00,8.35,10.77,15.85,457.95,478.62,871.26
9/14/2016 0:00,10.23,12.11,13.88,458.54,479.31,872.05
9/15/2016 0:00,10.08,12.145,5.11,459.11,480.00,872.34
9/16/2016 0:00,11.62,11.17,15.45,459.77,480.64,873.22
9/17/2016 0:00,12.32,14.085,18.15,460.47,481.44,874.25
9/19/2016 0:00,12.18,12.785,12.24,461.17,482.17,874.95
9/2/2016 0:00,20.89,23.95,17.09,462.35,483.53,875.92
9/20/2016 0:00,7.07,9.565,10.83,462.76,484.07,876.54
9/21/2016 0:00,6.31,10.37,14.73,463.12,484.66,877.38
9/22/2016 0:00,8.56,12.93,11.04,463.60,485.40,878.01
9/23/2016 0:00,10.48,13.715,14.81,464.20,486.18,878.85
9/24/2016 0:00,8.2,8.225,20.09,464.67,486.65,879.99
9/25/2016 0:00,12.53,17.645,16.18,465.38,487.65,880.91
9/26/2016 0:00,7.9,10.985,14.41,465.83,488.28,881.73
9/27/2016 0:00,8.58,14.64,17.62,466.32,489.11,882.73
9/28/2016 0:00,10.12,8.31,21.13,466.89,489.58,883.94
9/29/2016 0:00,9.96,9.975,13.75,467.46,490.15,884.72
9/3/2016 0:00,16.92,14.35,22.61,468.42,490.97,886.01
9/30/2016 0:00,7.6,13.095,18.83,468.85,491.71,887.08
9/4/2016 0:00,27.22,26.79361632,25.52,470.40,493.24,888.53
9/5/2016 0:00,18.05,18.31,18.11,471.43,494.28,889.56
9/6/2016 0:00,26.47,20.53,19.31,472.94,495.45,890.66
9/7/2016 0:00,18.75,15.785,17.48,474.00,496.34,891.65
9/8/2016 0:00,17.84,18.605,17.2,475.02,497.40,892.63
9/9/2016 0:00,14.92,15.42,15.28,475.87,498.28,893.50
